Species,id,Super_class,Order,Family,Genus,IUCN_Red_List_Category,Common_length,Vertical_Distribution,Vulnerability,LRFI,SHarK,DP,B,GF,all_commercial_level,highly_commercial_only,Fishbase_link
Pomatoschistus canestrinii,106,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,NA,5.8,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Pomatoschistus-canestrinii.html
Pomatoschistus knerii,107,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,LC,3.65,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Pomatoschistus-knerii.html
Pomatoschistus marmoratus,392,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,LC,6.25,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Pomatoschistus-marmoratus.html
Pomatoschistus microps,393,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,LC,6.25,Benthic,NA,0,0,0,1,0,1,0,http://fishbase.org/summary/Pomatoschistus-microps.html
Pomatoschistus minutus,394,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,LC,7.5,Benthic,NA,0,0,0,1,0,1,0,http://fishbase.org/summary/Pomatoschistus-minutus.html
Pomatoschistus norvegicus,395,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,LC,6.5,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Pomatoschistus-norvegicus.html
Pomatoschistus pictus,108,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,LC,5.25,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Pomatoschistus-pictus.html
Pomatoschistus quagga,109,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,LC,3.75,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Pomatoschistus-quagga.html
Pomatoschistus tortonesei,110,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,EN,3.25,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Pomatoschistus-tortonesei.html
Pontinus kuhlii,33,osteichthyen,Scorpaeniformes,Scorpaenidae,Pontinus,DD,20,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Pontinus-kuhlii.html
Priacanthus hamrur,171,osteichthyen,Perciformes,Priacanthidae,Priacanthus,LC,25,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Priacanthus-hamrur.html
Prionace glauca,509,chondrichtyen,Carcharhiniformes,Carcharhinidae,Prionace,NT,250,Pelagic,NA,1,1,1,0,12,1,0,http://fishbase.org/summary/Prionace-glauca.html
Pristis pectinata,34,chondrichtyen,Pristiformes,Pristidae,Pristis,CR,550,Demersal,NA,1,1,1,0,0,1,0,http://fishbase.org/summary/Pristis-pectinata.html
Pristis pristis,396,chondrichtyen,Pristiformes,Pristidae,Pristis,CR,450,Benthic,NA,1,1,0,1,26,1,0,http://fishbase.org/summary/Pristis-pristis.html
Psenes pellucidus,35,osteichthyen,Perciformes,Nomeidae,Psenes,LC,50,Pelagic,NA,1,0,1,0,27,1,0,http://fishbase.org/summary/Psenes-pellucidus.html
Pseudaphya ferreri,112,osteichthyen,Perciformes,Gobiidae,Pseudaphya,LC,3.1,Demersal,NA,0,0,1,0,1,0,0,http://fishbase.org/summary/Pseudaphya-ferreri.html
Pseudocaranx dentex,397,osteichthyen,Perciformes,Carangidae,Pseudocaranx,LC,50,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Pseudocaranx-dentex.html
Pseudupeneus prayensis,36,osteichthyen,Perciformes,Mullidae,Pseudupeneus,VU,30,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Pseudupeneus-prayensis.html
Pteragogus pelycus,172,osteichthyen,Perciformes,Labridae,Pteragogus,LC,10,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Pteragogus-pelycus.html
Pterois miles,173,osteichthyen,Scorpaeniformes,Scorpaenidae,Pterois,LC,25,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Pterois-miles.html
Pteroplatytrygon violacea,269,chondrichtyen,Rajiformes,Dasyatidae,Pteroplatytrygon,LC,75,Pelagic,NA,1,1,1,0,31,1,0,http://fishbase.org/summary/Pteroplatytrygon-violacea.html
Rachycentron canadum,175,osteichthyen,Perciformes,Rachycentridae,Rachycentron,LC,70,Pelagic,NA,1,0,1,0,7,1,0,http://fishbase.org/summary/Rachycentron-canadum.html
Raja asterias,400,chondrichtyen,Rajiformes,Rajidae,Raja,NT,55,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Raja-asterias.html
Raja brachyura,NA,chondrichtyen,Rajiformes,Rajidae,Raja,NT,60,Demersal,NA,1,1,1,0,33,0,0,https://www.fishbase.se/summary/Raja-brachyura.html
Raja clavata,402,chondrichtyen,Rajiformes,Rajidae,Raja,NT,95,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Raja-clavata.html
Raja miraletus,404,chondrichtyen,Rajiformes,Rajidae,Raja,LC,55,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Raja-miraletus.html
Raja montagui,405,chondrichtyen,Rajiformes,Rajidae,Raja,LC,70,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Raja-montagui.html
Raja polystigma,114,chondrichtyen,Rajiformes,Rajidae,Raja,LC,55,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Raja-polystigma.html
Raja radula,407,chondrichtyen,Rajiformes,Rajidae,Raja,EN,65,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Raja-radula.html
Raja rondeleti,115,chondrichtyen,Rajiformes,Rajidae,Raja,NA,45,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Raja-rondeleti.html
Raja undulata,NA,chondrichtyen,Rajiformes,Rajidae,Raja,EN,85,Demersal,NA,1,1,1,0,33,1,0,https://www.fishbase.de/summary/Raja-undulata.html
Ranzania laevis,408,osteichthyen,Tetraodontiformes,Molidae,Ranzania,LC,60,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Ranzania-laevis.html
Rastrelliger kanagurta,176,osteichthyen,Perciformes,Scombridae,Utrelliger,DD,30,Pelagic,NA,1,0,1,0,17,1,0,http://fishbase.org/summary/Utrelliger-kanagurta.html
Regalecus glesne,582,osteichthyen,Lampridiformes,Regalecidae,Regalecus,LC,700,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Regalecus-glesne.html
Remora brachyptera,409,osteichthyen,Perciformes,Echeneidae,Remora,LC,30,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Remora-brachyptera.html
Remora osteochir,410,osteichthyen,Perciformes,Echeneidae,Remora,LC,35,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Remora-osteochir.html
Remora remora,411,osteichthyen,Perciformes,Echeneidae,Remora,LC,65,Pelagic,NA,1,0,1,0,7,1,0,http://fishbase.org/summary/Remora-remora.html
Rhabdosargus haffara,177,osteichthyen,Perciformes,Sparidae,Rhabdosargus,LC,25,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Rhabdosargus-haffara.html
Rhinobatos rhinobatos,413,chondrichtyen,Rajiformes,Rhinobatidae,Rhinobatidae,CR,90,Benthic,NA,1,1,0,1,10,1,0,http://fishbase.org/summary/Rhinobatos-rhinobatos.html
Rhinoptera marginata,414,chondrichtyen,Rajiformes,Rhinopteridae,Rhinoptera,CR,175,Demersal,NA,1,1,1,0,1,1,0,http://fishbase.org/summary/Rhinoptera-marginata.html
Rhizoprionodon acutus,37,chondrichtyen,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,VU,100,Demersal,NA,1,1,1,0,0,1,0,http://fishbase.org/summary/Rhizoprionodon-acutus.html
Rhynchoconger trewavasae,178,osteichthyen,Anguilliformes,Congridae,Rhynchoconger,LC,50,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Rhynchoconger-trewavasae.html
Rhynchogadus hepaticus,642,osteichthyen,Gadiformes,Moridae,Rhynchogadus,DD,8,Pelagic,NA,0,0,1,0,0,1,0,http://fishbase.org/summary/Rhynchogadus-hepaticus.html
Rostroraja alba,399,chondrichtyen,Rajiformes,Rajidae,Rostroraja,EN,125,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Rostroraja-alba.html
Ruvettus pretiosus,594,osteichthyen,Perciformes,Gempylidae,Ruvettus,LC,105,Demersal,NA,1,0,1,0,18,1,0,http://fishbase.org/summary/Ruvettus-pretiosus.html
Salaria basilisca,85,osteichthyen,Perciformes,Blenniidae,Salaria,LC,14,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Salaria-basilisca.html
Salaria pavo,336,osteichthyen,Perciformes,Blenniidae,Salaria,LC,11,Benthic,NA,0,0,0,1,4,0,0,http://fishbase.org/summary/Salaria-pavo.html
Sarda sarda,415,osteichthyen,Perciformes,Scombridae,Sarda,LC,75,Pelagic,NA,1,0,1,0,7,1,1,http://fishbase.org/summary/Sarda-sarda.html
Sardina pilchardus,416,osteichthyen,Clupeiformes,Clupeidae,Sardina,LC,19,Pelagic,NA,1,0,1,0,17,1,1,http://fishbase.org/summary/Sardina-pilchardus.html
Sardinella aurita,417,osteichthyen,Clupeiformes,Clupeidae,Sardinella,LC,25,Pelagic,NA,1,0,1,0,3,1,1,http://fishbase.org/summary/Sardinella-aurita.html
Sardinella maderensis,418,osteichthyen,Clupeiformes,Clupeidae,Sardinella,VU,26.5,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Sardinella-maderensis.html
Sargocentron rubrum,179,osteichthyen,Beryciformes,Holocentridae,Sargocentron,LC,18,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Sargocentron-rubrum.html
Sarpa salpa,419,osteichthyen,Perciformes,Sparidae,Sarpa,LC,32.5,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Sarpa-salpa.html
Saurida undosquamis,180,osteichthyen,Aulopiformes,Synodontidae,Saurida,LC,30,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Saurida-undosquamis.html
Scartella cristata,420,osteichthyen,Perciformes,Blenniidae,Scartella,LC,8.5,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Scartella-cristata.html
Scarus ghobban,181,osteichthyen,Perciformes,Scaridae,Scarus,LC,25,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Scarus-ghobban.html
Schedophilus medusophagus,606,osteichthyen,Perciformes,Centrolophidae,Schedophilus,LC,40,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Schedophilus-medusophagus.html
Schedophilus ovalis,607,osteichthyen,Perciformes,Centrolophidae,Schedophilus,NA,70,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Schedophilus-ovalis.html
Sciaena umbra,421,osteichthyen,Perciformes,Sciaenidae,Sciaena,NT,37.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Sciaena-umbra.html
Scomber japonicus,422,osteichthyen,Perciformes,Scombridae,Scomber,LC,30,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Scomber-japonicus.html
Scomber scombrus,423,osteichthyen,Perciformes,Scombridae,Scomber,LC,35,Pelagic,NA,1,0,1,0,3,1,1,http://fishbase.org/summary/Scomber-scombrus.html
Scomberesox saurus,564,osteichthyen,Beloniformes,Scomberesocidae,Scomberesox,LC,40,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Scomberesox-saurus+saurus.html
Scomberomorus commerson,182,osteichthyen,Perciformes,Scombridae,Scomberomorus,NT,100,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Scomberomorus-commerson.html
Scomberomorus tritor,424,osteichthyen,Perciformes,Scombridae,Scomberomorus,LC,60,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Scomberomorus-tritor.html
Scophthalmus maximus,111,osteichthyen,Pleuronectiformes,Scophthtalmidae,Scophthalmus,LC,65,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Scophthalmus-maximus.html
Scophthalmus rhombus,615,osteichthyen,Pleuronectiformes,Scophthtalmidae,Scophthalmus,LC,67.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Scophthalmus-rhombus.html
Scorpaena elongata,612,osteichthyen,Scorpaeniformes,Scorpaenidae,Scorpaena,LC,45,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Scorpaena-elongata.html
Scorpaena loppei,613,osteichthyen,Scorpaeniformes,Scorpaenidae,Scorpaena,LC,9,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Scorpaena-loppei.html
Scorpaena maderensis,425,osteichthyen,Scorpaeniformes,Scorpaenidae,Scorpaena,LC,11,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Scorpaena-maderensis.html
Scorpaena notata,426,osteichthyen,Scorpaeniformes,Scorpaenidae,Scorpaena,LC,16,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Scorpaena-notata.html
Scorpaena porcus,427,osteichthyen,Scorpaeniformes,Scorpaenidae,Scorpaena,LC,23.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Scorpaena-porcus.html
Scorpaena scrofa,428,osteichthyen,Scorpaeniformes,Scorpaenidae,Scorpaena,LC,37.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Scorpaena-scrofa.html
Scorpaena stephanica,38,osteichthyen,Scorpaeniformes,Scorpaenidae,Scorpaena,LC,30,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Scorpaena-stephanica.html
Scorpaenodes arenai,116,osteichthyen,Scorpaeniformes,Scorpaenidae,Scorpaenodes,DD,10,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Scorpaenodes-arenai.html
Scyliorhinus canicula,429,chondrichtyen,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,LC,65,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Scyliorhinus-canicula.html
Scyliorhinus stellaris,430,chondrichtyen,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,VU,110,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Scyliorhinus-stellaris.html
Sebastapistes nuchalis,183,osteichthyen,Scorpaeniformes,Scorpaenidae,Sebastapistes,NA,7,Benthic,NA,0,0,0,1,11,1,0,http://fishbase.org/summary/Sebastapistes-nuchalis.html
Selene dorsalis,624,osteichthyen,Perciformes,Carangidae,Selene,LC,20,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Selene-dorsalis.html
Seriola carpenteri,39,osteichthyen,Perciformes,Carangidae,Seriola,LC,45,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Seriola-carpenteri.html
Seriola dumerili,431,osteichthyen,Perciformes,Carangidae,Seriola,LC,100,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Seriola-dumerili.html
Seriola fasciata,40,osteichthyen,Perciformes,Carangidae,Seriola,LC,50,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Seriola-fasciata.html
Seriola rivoliana,41,osteichthyen,Perciformes,Carangidae,Seriola,LC,80,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Seriola-rivoliana.html
Serranus atricauda,42,osteichthyen,Perciformes,Serranidae,Serranus,DD,20,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Serranus-atricauda.html
Serranus cabrilla,432,osteichthyen,Perciformes,Serranidae,Serranus,LC,27.5,Benthic,NA,1,0,0,1,34,1,0,http://fishbase.org/summary/Serranus-cabrilla.html
Serranus hepatus,433,osteichthyen,Perciformes,Serranidae,Serranus,LC,12.5,Benthic,NA,1,0,0,1,34,1,0,http://fishbase.org/summary/Serranus-hepatus.html
Serranus scriba,434,osteichthyen,Perciformes,Serranidae,Serranus,LC,27.5,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Serranus-scriba.html
Siganus luridus,184,osteichthyen,Perciformes,Siganidae,Siganus,LC,20,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Siganus-luridus.html
Siganus rivulatus,185,osteichthyen,Perciformes,Siganidae,Siganus,LC,25,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Siganus-rivulatus.html
Silhouettea aegyptia,186,osteichthyen,Perciformes,Gobiidae,Silhouettea,LC,3.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Silhouettea-aegyptia.html
Sillago sihama,187,osteichthyen,Perciformes,Sillaginidae,Sillago,LC,20,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Sillago-sihama.html
Solea aegyptiaca,117,osteichthyen,Pleuronectiformes,Soleidae,Solea,LC,25,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Solea-aegyptiaca.html
Solea senegalensis,43,osteichthyen,Pleuronectiformes,Soleidae,Solea,DD,45,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Solea-senegalensis.html
Solea solea,439,osteichthyen,Pleuronectiformes,Soleidae,Solea,DD,37.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Solea-solea.html
Somniosus rostratus,517,chondrichtyen,Squaliformes,Somniosidae,Somniosus,LC,100,Demersal,NA,1,1,1,0,1,1,0,http://fishbase.org/summary/Somniosus-rostratus.html
Sorsogona prionota,188,osteichthyen,Scorpaeniformes,Platycephalidae,Sorsogona,LC,11,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Sorsogona-prionota.html
Sparisoma cretense,592,osteichthyen,Perciformes,Scaridae,Sparisoma,LC,30,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Sparisoma-cretense.html
Sparus aurata,440,osteichthyen,Perciformes,Sparidae,Sparus,LC,55,Demersal,NA,1,0,1,0,0,1,1,http://fishbase.org/summary/Sparus-aurata.html
Speleogobius trigloides,118,osteichthyen,Perciformes,Gobiidae,Speleogobius,LC,2.1,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Speleogobius-trigloides.html
Sphoeroides cutaneus,441,osteichthyen,Tetraodontiformes,Tetraodontidae,Sphoeroides,NA,20,Demersal,NA,1,0,1,0,1,1,0,https://www.fishbase.de/summary/Sphoeroides-pachygaster.html
Sphoeroides marmoratus,625,osteichthyen,Tetraodontiformes,Tetraodontidae,Sphoeroides,LC,10,Demersal,NA,0,0,1,0,0,1,0,http://fishbase.org/summary/Sphoeroides-marmoratus.html
Sphoeroides pachygaster,44,osteichthyen,Tetraodontiformes,Tetraodontidae,Sphoeroides,LC,15,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Sphoeroides-pachygaster.html
Sphoeroides spengleri,45,osteichthyen,Tetraodontiformes,Tetraodontidae,Sphoeroides,LC,12,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Sphoeroides-spengleri.html
Sphyraena chrysotaenia,189,osteichthyen,Perciformes,Sphyraenidae,Sphyraena,NA,30,Pelagic,NA,1,0,1,0,7,1,0,http://fishbase.org/summary/Sphyraena-chrysotaenia.html
Sphyraena flavicauda,190,osteichthyen,Perciformes,Sphyraenidae,Sphyraena,NA,35,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Sphyraena-flavicauda.html
Sphyraena sphyraena,442,osteichthyen,Perciformes,Sphyraenidae,Sphyraena,LC,70,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Sphyraena-sphyraena.html
Sphyraena viridensis,119,osteichthyen,Perciformes,Sphyraenidae,Sphyraena,LC,100,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Sphyraena-viridensis.html
Sphyrna lewini,443,chondrichtyen,Carcharhiniformes,Sphyrnidae,Sphyrna,CR,360,Pelagic,NA,1,1,1,0,0,1,0,http://fishbase.org/summary/Sphyrna-lewini.html
Sphyrna mokarran,46,chondrichtyen,Carcharhiniformes,Sphyrnidae,Sphyrna,CR,370,Pelagic,NA,1,1,1,0,12,1,0,http://fishbase.org/summary/Sphyrna-mokarran.html
Sphyrna tudes,444,chondrichtyen,Carcharhiniformes,Sphyrnidae,Sphyrna,CR,NA,Pelagic,NA,1,1,1,0,5,1,0,http://fishbase.org/summary/Sphyrna-tudes.html
Sphyrna zygaena,445,chondrichtyen,Carcharhiniformes,Sphyrnidae,Sphyrna,VU,380,Pelagic,NA,1,1,1,0,25,1,0,http://fishbase.org/summary/Sphyrna-zygaena.html
Spicara flexuosa,446,osteichthyen,Perciformes,Centracanthidae,Spicara,NA,20,Demersal,NA,1,0,1,0,1,1,0,https://www.fishbase.de/summary/Spicara-maena.html
Spicara maena,447,osteichthyen,Perciformes,Centracanthidae,Spicara,LC,21.5,Demersal,NA,1,0,1,0,8,1,0,http://fishbase.org/summary/Spicara-maena.html
Spicara smaris,448,osteichthyen,Perciformes,Centracanthidae,Spicara,LC,17.5,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Spicara-smaris.html
Spondyliosoma cantharus,449,osteichthyen,Perciformes,Sparidae,Spondyliosoma,LC,37.5,Demersal,NA,1,0,1,0,24,1,0,http://fishbase.org/summary/Spondyliosoma-cantharus.html
Spratelloides delicatulus,191,osteichthyen,Clupeiformes,Clupeidae,Spratelloides,LC,6,Pelagic,NA,0,0,1,0,5,1,0,http://fishbase.org/summary/Spratelloides-delicatulus.html
Sprattus sprattus,120,osteichthyen,Clupeiformes,Clupeidae,Sprattus,LC,12,Pelagic,NA,0,0,1,0,17,1,0,http://fishbase.org/summary/Sprattus-sprattus.html
Squalus acanthias,518,chondrichtyen,Squaliformes,Squalidae,Squalus,VU,90,Demersal,NA,1,1,1,0,0,1,0,http://fishbase.org/summary/Squalus-acanthias.html
Squalus blainville,519,chondrichtyen,Squaliformes,Squalidae,Squalus,DD,80,Demersal,NA,1,1,1,0,0,1,0,http://fishbase.org/summary/Squalus-blainville.html
Squatina aculeata,450,chondrichtyen,Squatiniformes,Squatinidae,Squatina,CR,160,Benthic,NA,1,1,0,1,10,1,0,http://fishbase.org/summary/Squatina-aculeata.html
Squatina oculata,451,chondrichtyen,Squatiniformes,Squatinidae,Squatina,CR,150,Benthic,NA,1,1,0,1,35,1,0,http://fishbase.org/summary/Squatina-oculata.html
Squatina squatina,452,chondrichtyen,Squatiniformes,Squatinidae,Squatina,CR,190,Benthic,NA,1,1,0,1,13,1,0,http://fishbase.org/summary/Squatina-squatina.html
Stephanolepis diaspros,192,osteichthyen,Tetraodontiformes,Monacanthidae,Stephanolepis,LC,18,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Stephanolepis-diaspros.html
Stomias boa boa,530,osteichthyen,Stomiiformes,Stomiidae,Stomias,NA,20,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Stomias-boa+boa.html
Stromateus fiatola,453,osteichthyen,Perciformes,Stromateidae,Stromateus,LC,45,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Stromateus-fiatola.html
Sudis hyalina,454,osteichthyen,Aulopiformes,Paralepididae,Sudis,DD,NA,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Sudis-hyalina.html
Symbolophorus veranyi,554,osteichthyen,Myctophiformes,Myctophidae,Symbolophorus,LC,9,Pelagic,NA,0,0,1,0,3,1,0,http://fishbase.org/summary/Symbolophorus-veranyi.html
Symphodus bailloni,455,osteichthyen,Perciformes,Labridae,Symphodus,LC,16.5,Demersal,NA,0,0,1,0,8,0,0,http://fishbase.org/summary/Symphodus-bailloni.html
Symphodus cinereus,121,osteichthyen,Perciformes,Labridae,Symphodus,LC,9,Benthic,NA,0,0,0,1,6,1,0,http://fishbase.org/summary/Symphodus-cinereus.html
Symphodus doderleini,122,osteichthyen,Perciformes,Labridae,Symphodus,LC,8,Benthic,NA,0,0,0,1,6,1,0,http://fishbase.org/summary/Symphodus-doderleini.html
Symphodus mediterraneus,456,osteichthyen,Perciformes,Labridae,Symphodus,LC,10,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Symphodus-mediterraneus.html
Symphodus melops,461,osteichthyen,Perciformes,Labridae,Symphodus,LC,17.5,Benthic,NA,1,0,0,1,6,1,0,http://fishbase.org/summary/Symphodus-melops.html
Symphodus ocellatus,457,osteichthyen,Perciformes,Labridae,Symphodus,LC,9,Benthic,NA,0,0,0,1,6,0,0,http://fishbase.org/summary/Symphodus-ocellatus.html
Symphodus roissali,458,osteichthyen,Perciformes,Labridae,Symphodus,LC,13.5,Benthic,NA,0,0,0,1,6,1,0,http://fishbase.org/summary/Symphodus-roissali.html
Symphodus rostratus,459,osteichthyen,Perciformes,Labridae,Symphodus,LC,9,Benthic,NA,0,0,0,1,6,1,0,http://fishbase.org/summary/Symphodus-rostratus.html
Symphodus tinca,460,osteichthyen,Perciformes,Labridae,Symphodus,LC,27.5,Benthic,NA,1,0,0,1,6,0,0,http://fishbase.org/summary/Symphodus-tinca.html
Symphurus ligulatus,462,osteichthyen,Pleuronectiformes,Cynoglossidae,Symphurus,LC,8,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Symphurus-ligulatus.html
Symphurus nigrescens,463,osteichthyen,Pleuronectiformes,Cynoglossidae,Symphurus,LC,10,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Symphurus-nigrescens.html
Synagrops japonicus,193,osteichthyen,Perciformes,Acropomatidae,Synagrops,LC,30,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Synagrops-japonicus.html
Synapturichthys kleinii,436,osteichthyen,Pleuronectiformes,Soleidae,Synapturichthys,DD,30,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Synapturichthys-kleinii.html
Synchiropus phaeton,464,osteichthyen,Perciformes,Callionymidae,Synchiropus,LC,10,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Synchiropus-phaeton.html
Syngnathus abaster,465,osteichthyen,Syngnathiformes,Syngnathidae,Syngnathus,LC,12.5,Benthic,NA,1,0,0,1,16,1,0,http://fishbase.org/summary/Syngnathus-abaster.html
Syngnathus acus,466,osteichthyen,Syngnathiformes,Syngnathidae,Syngnathus,LC,35,Benthic,NA,1,0,0,1,11,1,0,http://fishbase.org/summary/Syngnathus-acus.html
Syngnathus phlegon,467,osteichthyen,Syngnathiformes,Syngnathidae,Syngnathus,DD,15,Pelagic,NA,0,0,1,0,0,1,0,http://fishbase.org/summary/Syngnathus-phlegon.html
Syngnathus rostellatus,48,osteichthyen,Syngnathiformes,Syngnathidae,Syngnathus,LC,15,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Syngnathus-rostellatus.html
Syngnathus taenionotus,124,osteichthyen,Syngnathiformes,Syngnathidae,Syngnathus,DD,22.5,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Syngnathus-taenionotus.html
Syngnathus tenuirostris,125,osteichthyen,Syngnathiformes,Syngnathidae,Syngnathus,DD,33,Benthic,NA,1,0,0,1,11,1,0,http://fishbase.org/summary/Syngnathus-tenuirostris.html
Syngnathus typhle,468,osteichthyen,Syngnathiformes,Syngnathidae,Syngnathus,LC,30,Benthic,NA,1,0,0,1,11,1,0,http://fishbase.org/summary/Syngnathus-typhle.html
Synodus saurus,469,osteichthyen,Aulopiformes,Synodontidae,Synodus,LC,27.5,Benthic,NA,1,0,0,1,0,0,0,http://fishbase.org/summary/Synodus-saurus.html
